"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"fig|6666666.77655.peg.1678",862.265332576357,-0.373182724790086,0.194073685229825,-1.92289193843131,0.0544936224056292,0.180708348374223
"fig|6666666.77655.peg.1679",100.719715291856,-0.380508671194292,0.30288756849669,-1.25627034837665,0.209017968635452,0.447870125956476
"fig|6666666.77655.peg.168",15.3008674419373,1.00932820264144,0.560285234795608,1.80145422359675,0.0716313162082756,0.218466800163196
"fig|6666666.77655.peg.1680",41.8590482661025,-0.0964881200017837,0.403997656854144,-0.238833365403946,0.811234796931913,0.931819903879851
"fig|6666666.77655.peg.1681",149.841227607738,-0.0698296585349839,0.273819618786231,-0.255020655000982,0.798707146166101,0.926588993724394
"fig|6666666.77655.peg.1682",387.279864621253,-1.4783142240413,0.251155883756952,-5.88604257215764,3.955524652182e-09,1.12687503443412e-07
"fig|6666666.77655.peg.1683",262.758634730728,0.190327919685662,0.249111414567232,0.764027292833242,0.444850978268839,0.70562446305384
"fig|6666666.77655.peg.1684",159.525694723312,-1.04605674672223,0.28482226490795,-3.67266494092483,0.000240034121046635,0.00236915567505478
"fig|6666666.77655.peg.1685",342.520506859548,-1.56537303998048,0.23836728357598,-6.56706330036904,5.13172359093618e-11,2.04210016547254e-09
"fig|6666666.77655.peg.1686",107.079088410861,-0.500981252308551,0.312432474517027,-1.6034864912266,0.108827289218408,0.297524551876279
"fig|6666666.77655.peg.1687",423.250484610279,-0.440890811366427,0.231518943396082,-1.90434011532332,0.0568659029209721,0.186600547935703
"fig|6666666.77655.peg.1688",132.633467673236,-0.675341991942767,0.282525744679548,-2.39037328335783,0.0168312561707138,0.0775661015073153
"fig|6666666.77655.peg.1689",1878.58748048603,0.436595134839515,0.253530950350148,1.72205852672638,0.0850589169491231,0.248534620969058
"fig|6666666.77655.peg.169",6.44425691352846,0.122205916451019,0.657340774553169,0.185909533048653,0.852515706238871,0.950820379492257
"fig|6666666.77655.peg.1690",376.006325898897,0.227473422431201,0.221697085022003,1.02605508957695,0.304865617677991,0.573486974070939
"fig|6666666.77655.peg.1691",120.127658057189,0.0254742449368002,0.293035754451778,0.0869322072470588,0.930725398738616,0.977924800770206
"fig|6666666.77655.peg.1692",256.245171452569,-0.0961224455707445,0.235684576938892,-0.407843596807215,0.68338850410035,0.862982422913394
"fig|6666666.77655.peg.1693",7.4267855714044,0.987007672546727,0.651395727913562,1.51521975083892,0.129716762910633,0.335567537050801
"fig|6666666.77655.peg.1694",267.704799009065,-0.391418558958777,0.239801165498307,-1.63226295479177,0.102624103660003,0.284235110489653
"fig|6666666.77655.peg.1695",230.244483811929,-0.503022132209773,0.241822734071867,-2.08012755351728,0.0375138349386032,0.140363410958972
"fig|6666666.77655.peg.1696",367.284642735437,0.379212338092952,0.224068222954011,1.69239677582833,0.0905703466958088,0.258366816494757
"fig|6666666.77655.peg.1697",391.799244779761,-0.29452015074053,0.221650804424347,-1.32875741870386,0.183928014657736,0.420313036205831
"fig|6666666.77655.peg.1698",270.96597045208,0.35295497259083,0.234899044281038,1.50258156081958,0.132946981254408,0.339772327856414
"fig|6666666.77655.peg.1699",1.87617534926335,-0.210605809708098,0.626231902668574,-0.336306420689588,0.7366398086223,NA
"fig|6666666.77655.peg.17",64.9838378882726,-0.742601952037892,0.354300932759924,-2.09596386397628,0.0360853966392785,0.136244110504023
"fig|6666666.77655.peg.170",10.425618069149,0.572108761296316,0.607825215126696,0.941238940173065,0.346582425572131,0.611028228487576
"fig|6666666.77655.peg.1700",4.64647370939087,-0.19738879566698,0.674876440436037,-0.292481384502691,0.769918590951171,0.90897000101511
"fig|6666666.77655.peg.1701",2067.42667049515,-0.664370069679701,0.203074767412218,-3.27155401011051,0.00106958156464301,0.00848557272962037
"fig|6666666.77655.peg.1702",316.289013435862,0.375291811775044,0.226003034272508,1.66056094327711,0.0968016585681798,0.270548225229015
"fig|6666666.77655.peg.1703",77.2556576864826,-0.127514828664507,0.329227135845031,-0.38731566988612,0.698522526224716,0.870560721705309
"fig|6666666.77655.peg.1704",111.253577960254,-0.0747960302912918,0.295864667511168,-0.252804875014244,0.800419000330681,0.927716335565888
"fig|6666666.77655.peg.1705",405.757257718264,-0.114529760073222,0.216929288985572,-0.527958952010576,0.597527826406522,0.813959868293676
"fig|6666666.77655.peg.1706",139.556559780653,-0.154218157431061,0.27462476550813,-0.561559541601123,0.574416152312815,0.796494078455877
"fig|6666666.77655.peg.1707",111.792694863349,-0.45287076561196,0.293597681204132,-1.54248754198127,0.122955162994763,0.323790539525075
"fig|6666666.77655.peg.1708",393.633374270371,0.330423151793034,0.219907839703439,1.50255285231592,0.132954389161205,0.339772327856414
"fig|6666666.77655.peg.1709",836.899623052982,-1.12287339463191,0.236088913793714,-4.75614621876332,1.97323571789942e-06,3.53350138912417e-05
"fig|6666666.77655.peg.171",18.9022876215496,-0.307907809275928,0.529774011211284,-0.581205953406288,0.561101655738156,0.789036941348272
"fig|6666666.77655.peg.1710",965.116707466744,-1.5341037248454,0.197999897314874,-7.74800262853547,9.33492085581947e-15,5.85066164638485e-13
"fig|6666666.77655.peg.1711",82.0592076968192,-0.72885561171427,0.335253155753134,-2.17404549131513,0.0297017189536459,0.11838189096469
"fig|6666666.77655.peg.1712",338.358270614411,-0.688075765925661,0.223222921282254,-3.08246017914811,0.00205297195878758,0.0141847681511958
"fig|6666666.77655.peg.1713",4689.27627406569,2.05613562191323,0.196032597106957,10.4887434654114,9.73139028413658e-26,1.87666118787157e-23
"fig|6666666.77655.peg.1714",111.460852658124,0.171220861567382,0.295068068444789,0.580275807103878,0.561728639427606,0.789036941348272
"fig|6666666.77655.peg.1715",898.085652047865,-0.0252849776226709,0.195882667214802,-0.1290822612444,0.897292558047724,0.9674472677798
"fig|6666666.77655.peg.1716",89.0048383691599,-0.650832868388925,0.31926808274541,-2.03851529032393,0.0414984271942359,0.150341845340967
"fig|6666666.77655.peg.1717",25.5330958306663,0.701082776238019,0.481967984283692,1.45462520146432,0.145773050234082,0.36183469003648
"fig|6666666.77655.peg.1718",18.626881287809,0.686926111908487,0.526909289428392,1.30368950726545,0.19233946842972,0.43053129227974
"fig|6666666.77655.peg.1719",28.5160543231036,0.616229876208553,0.463983764727341,1.32812810071206,0.184135791630348,0.420313036205831
"fig|6666666.77655.peg.172",8.55201741500965,-0.174359720849535,0.631478527410622,-0.276113459573198,0.782460923134616,0.915730719843123
"fig|6666666.77655.peg.1720",0,NA,NA,NA,NA,NA
"fig|6666666.77655.peg.1721",1177.49342796655,-0.355517842472347,0.193735496541287,-1.83506816674962,0.0664955899104909,0.209164923344543
"fig|6666666.77655.peg.1722",33.565239866134,-0.346719849501032,0.440635677806641,-0.786862859646103,0.431362151174824,0.695897627410093
"fig|6666666.77655.peg.1723",594.826791956392,-0.588431131456628,0.214566357559616,-2.74242028503063,0.00609882510883133,0.0353112114268826
"fig|6666666.77655.peg.1724",17.4540459386549,-0.532943444720149,0.542067640424206,-0.983167791206063,0.325524864061886,0.591799009574437
"fig|6666666.77655.peg.1725",15.8217771703821,0.129784313433477,0.554311406606568,0.234136104519303,0.814879317454066,0.932406412075464
"fig|6666666.77655.peg.1726",40.4438329038901,1.25921650663612,0.464230436109016,2.71248157960159,0.00667814929312303,0.0375383862732274
"fig|6666666.77655.peg.1727",48.748285569294,-0.403388940979507,0.416490645584379,-0.968542619759228,0.332773444492432,0.599326886021931
"fig|6666666.77655.peg.1728",46.4204795500287,-0.102477091150503,0.392842929898561,-0.260860214989652,0.794200306644345,0.923925832370011
"fig|6666666.77655.peg.1729",60.6718417209445,-0.197555070334742,0.374142327023773,-0.52802117286823,0.597484640587852,0.813959868293676
"fig|6666666.77655.peg.173",28.2462147962108,-0.850601742618388,0.478115062144618,-1.77907330257063,0.0752277450059624,0.227224044252949
"fig|6666666.77655.peg.1730",186.56899539347,-0.876454605952874,0.266367496787215,-3.29039622523097,0.00100046396854784,0.0080648333413165
"fig|6666666.77655.peg.1731",251.686992263563,-0.308149330473638,0.240311251112117,-1.28229256452862,0.199740035306941,0.438564052393591
"fig|6666666.77655.peg.1732",86.022160109128,-0.433920025559122,0.318800121415658,-1.36110370232064,0.17348091982764,0.40722534270402
"fig|6666666.77655.peg.1733",79.4265767597896,-0.0307773664327994,0.347872881682507,-0.0884730257901764,0.929500722552186,0.977545632216245
"fig|6666666.77655.peg.1734",764.533962950213,-0.322900275105053,0.203346035703592,-1.58793494049586,0.112301051522087,0.304695601911118
"fig|6666666.77655.peg.1735",520.395700644947,-0.00436599539438241,0.205573317389992,-0.0212381424292517,0.983055687878358,0.998726029154184
"fig|6666666.77655.peg.1736",2374.71096276671,-0.0798589590745331,0.191162657493455,-0.417753969952354,0.67612700833692,0.857844809024805
"fig|6666666.77655.peg.1737",189.395005430168,-0.65209690075421,0.263799440725963,-2.47194193801045,0.0134381339768374,0.0639267587854486
"fig|6666666.77655.peg.1738",150.786561372467,0.304193503309951,0.271452031396518,1.1206160504491,0.262451329961353,0.521367261658567
"fig|6666666.77655.peg.1739",1047.88008658359,-1.36020365173724,0.197441594411681,-6.88914438616773,5.6128948359933e-12,2.70606295266061e-10
"fig|6666666.77655.peg.174",31.2499501122182,0.353541590012192,0.44712433805705,0.790700840729189,0.429118585362661,0.694841143473858
"fig|6666666.77655.peg.1740",214.544771058669,-0.225754329510025,0.244801839112346,-0.922192130290412,0.356428367284635,0.61967123216545
"fig|6666666.77655.peg.1741",441.925584467108,-0.994068373569753,0.214773797670272,-4.62844343375574,3.68424465914974e-06,6.07657984242657e-05
"fig|6666666.77655.peg.1742",2956.5432911985,-1.40858209915063,0.178862924105394,-7.87520446842655,3.4018606394073e-15,2.24433279552476e-13
"fig|6666666.77655.peg.1743",568.008516293542,0.274426021139561,0.220839103725364,1.24265139873434,0.213996320700554,0.453882213194831
"fig|6666666.77655.peg.1744",714.180200006687,0.324514926298637,0.197379413650874,1.64411738942867,0.100151956634438,0.278051999205467
"fig|6666666.77655.peg.1745",68.8805437463664,0.248695017827209,0.356200337794321,0.69818860747631,0.485059250195782,0.73388264347666
"fig|6666666.77655.peg.1746",86.0670450562318,0.300862217995439,0.338448371457271,0.888945680843446,0.374032273396599,0.640504719539122
"fig|6666666.77655.peg.1747",774.595976727636,-0.349002371803843,0.214698917997362,-1.6255432261104,0.10404686117125,0.286958724924449
"fig|6666666.77655.peg.1748",169.515246848462,-0.54614358748458,0.269555707237214,-2.02608801379955,0.0427557661702125,0.153126722555318
"fig|6666666.77655.peg.1749",208.721542980246,-0.014033886690212,0.25980316044658,-0.0540173824909941,0.956921315235119,0.988951244603904
"fig|6666666.77655.peg.175",8.18003027186522,0.59342381127029,0.642180406066385,0.924076483281779,0.355446496268486,0.619252512956981
"fig|6666666.77655.peg.1750",31.9910159967327,-0.511042655195853,0.462739754592639,-1.10438459225475,0.269426341602809,0.531851841258459
"fig|6666666.77655.peg.1751",170.031720038669,-0.0903875576445678,0.259226202776423,-0.348682180568471,0.727327923519944,0.885580915135746
"fig|6666666.77655.peg.1752",205.686603620709,-0.114524341960985,0.263417942242518,-0.434762875246924,0.663734554700282,0.850272114784674
"fig|6666666.77655.peg.1753",251.245209785379,-0.327254622882535,0.235729873431191,-1.38826114025832,0.165057540658129,0.392598913121376
"fig|6666666.77655.peg.1754",542.978897908619,-0.241350521744529,0.206322916621078,-1.16977079278004,0.242093220403837,0.497035705464034
"fig|6666666.77655.peg.1755",1284.2482545453,-1.24436432605328,0.191723966135845,-6.49039528616673,8.56114525482507e-11,3.30196786982253e-09
"fig|6666666.77655.peg.1756",284.504080408865,-0.734724932555604,0.233389089322247,-3.14806889511938,0.00164352952150013,0.0119429811895676
"fig|6666666.77655.peg.1757",298.604097633598,-0.441386335332681,0.229765886440486,-1.92102640722955,0.0547283783934965,0.181247086700787
"fig|6666666.77655.peg.1758",39.0498046143789,-0.236307144817961,0.414278637550472,-0.570406300009064,0.568402157584755,0.792979526469105
"fig|6666666.77655.peg.1759",39.959612275563,0.336707440645063,0.421722882047265,0.798409227904608,0.424633049967895,0.689925506331505
"fig|6666666.77655.peg.176",75.2483760029215,-0.18929160523101,0.336524426623172,-0.562489942053958,0.573782254473085,0.796055402304385
"fig|6666666.77655.peg.1760",6.32742777082434,-0.0185309473497211,0.658661840316544,-0.0281342355294416,0.977555088869691,0.995794243157855
"fig|6666666.77655.peg.1761",385.935061536602,0.877438059661952,0.218003268013764,4.02488489120517,5.70031913335471e-05,0.000690371983928515
"fig|6666666.77655.peg.1762",27.7227825434349,1.38179386537705,0.482385384100948,2.8645019333502,0.00417665605058632,0.0259823243643174
"fig|6666666.77655.peg.1763",38.6890436482273,0.0850936775475573,0.415961832458218,0.204570878642104,0.837907409673046,0.943498505813514
"fig|6666666.77655.peg.1764",12.1406280680837,0.502994716313526,0.587586425891555,0.856035289702827,0.391978259890838,0.660868128059198
"fig|6666666.77655.peg.1765",236.399597586029,0.8140002698182,0.24310606448958,3.34833387035102,0.000812990061585239,0.00688569623106146
"fig|6666666.77655.peg.1766",3.18048770715394,-0.165103244751003,0.67359747368556,-0.245106686412654,0.806373825807673,0.931043493614447
"fig|6666666.77655.peg.1767",2.32042063379099,-0.608085867101285,0.654414324483729,-0.92920622967874,0.352782219569446,NA
"fig|6666666.77655.peg.1768",751.003117952403,-0.956703697430276,0.221603298174062,-4.31719069758077,1.58027623289932e-05,0.000223827825755853
"fig|6666666.77655.peg.1769",927.287907678743,-0.168851633723313,0.211853069350505,-0.797022361965182,0.425438044217501,0.690338625794999
"fig|6666666.77655.peg.177",253.866745061917,0.397774999946794,0.236359885957273,1.68292093362534,0.0923903985479786,0.260836406711467
"fig|6666666.77655.peg.1770",37.3755445861141,-2.45677519687723,0.464223594549448,-5.29222388892503,1.20837828400504e-07,2.6573722438602e-06
"fig|6666666.77655.peg.1771",36.5316384825478,-1.2565866106868,0.44049585578989,-2.85266386543752,0.00433544534609828,0.0267050650679813
"fig|6666666.77655.peg.1772",20.5020198527848,-1.766032726104,0.546667443492768,-3.23054307902526,0.00123555283593388,0.0094695759005684
"fig|6666666.77655.peg.1773",45.1963455059649,-0.866700473313999,0.40710693803383,-2.12892582351907,0.0332603978821728,0.127889290629766
"fig|6666666.77655.peg.1774",94.1173760171409,-0.520747320092352,0.309884812618906,-1.68045447497539,0.0928689247649003,0.261598195938882
"fig|6666666.77655.peg.1775",8.08982499198439,-0.248521928575456,0.643222870422145,-0.38636985717307,0.699222770700728,0.870560721705309
"fig|6666666.77655.peg.1776",5.99719540809637,0.0841571772085852,0.665348013243728,0.126485952514233,0.899347268007502,0.9674472677798
"fig|6666666.77655.peg.1777",252.136312994031,-0.0977482102605843,0.259782024330512,-0.376270107650799,0.706716099823328,0.873684338454589
"fig|6666666.77655.peg.1778",47.5475430010439,-0.524911955125704,0.39481001849313,-1.32953048438116,0.183673015344077,0.420313036205831
"fig|6666666.77655.peg.1779",5.34283271184205,0.279339786823111,0.668796585039097,0.417675258923132,0.676184563807343,0.857844809024805
"fig|6666666.77655.peg.178",24.5362180495362,0.500796250386161,0.491304529663988,1.01931942440804,0.308051345215934,0.575908675799418
"fig|6666666.77655.peg.1780",0.626408787954721,-0.0956435657000129,0.453649151636472,-0.210831576241227,0.833018698029707,NA
"fig|6666666.77655.peg.1781",22.7218042882093,-0.690829431371209,0.510993569893769,-1.35193370733574,0.176396523330758,0.410364496118105
"fig|6666666.77655.peg.1782",1.05759628807957,0.387596594519524,0.549693083183389,0.705114556426415,0.48073894850084,NA
"fig|6666666.77655.peg.1783",211.700603843892,-0.862574120839122,0.255301652640002,-3.37864683569216,0.000728435200276852,0.00619909464073584
"fig|6666666.77655.peg.1784",127.239603914222,0.888718695664474,0.340701244145436,2.60849853335171,0.00909404014364054,0.0478058411214786
"fig|6666666.77655.peg.1785",7.81570326501106,0.296152839582683,0.646497219924586,0.458088341999721,0.646888974142627,0.846472836451435
"fig|6666666.77655.peg.1786",2.29684778556852,0.884844622251568,0.640649572122586,1.38116789701415,0.167227343043594,NA
"fig|6666666.77655.peg.1787",0.722239777560402,-0.431948005104217,0.473244432032811,-0.912737638029453,0.361380543657156,NA
"fig|6666666.77655.peg.1788",0.428879573238099,0.030001116553473,0.402625029165048,0.0745137892090029,0.940601569467306,NA
"fig|6666666.77655.peg.1789",115.489880397606,-1.36996848524141,0.309480754981425,-4.42666777558956,9.56999528275328e-06,0.000143664539963248
"fig|6666666.77655.peg.179",534.316222595329,1.21858214337069,0.234681699665457,5.19248899725798,2.07501136980402e-07,4.44619957615271e-06
"fig|6666666.77655.peg.1790",235.412739974479,-0.495836428304396,0.241783109682214,-2.05074882590473,0.0402914134219072,0.146817693966165
"fig|6666666.77655.peg.1791",166.038769199085,0.722642545078423,0.26156380001498,2.76277736077025,0.00573118448429456,0.0335702792105759
"fig|6666666.77655.peg.1792",884.903925549438,-0.511737532804646,0.195933286121939,-2.61179477429968,0.00900683036254084,0.0477381051139321
"fig|6666666.77655.peg.1793",22.2488047906701,1.05437226097315,0.504295767411337,2.09078149988344,0.0365476552320737,0.137368773113656
"fig|6666666.77655.peg.1794",36.7216531631318,0.26773944257469,0.430449142503455,0.622000176414663,0.533941752009197,0.767541268513221
"fig|6666666.77655.peg.1795",12.9146041534056,1.40203921973214,0.593626111518499,2.36182201646373,0.0181853706539901,0.0819977054488365
"fig|6666666.77655.peg.1796",34.0203191535116,0.18939278435469,0.440705256596403,0.429749320027139,0.667378002448348,0.853630944968372
"fig|6666666.77655.peg.1797",132.67666574702,1.29894161696854,0.285820338072834,4.5446087767118,5.50373797793891e-06,8.61905205814458e-05
"fig|6666666.77655.peg.1798",70.6988887412453,0.214214434172819,0.352875997242412,0.607053004020736,0.543815737132323,0.774523887579517
"fig|6666666.77655.peg.1799",6.07762197978755,-0.465009497324049,0.66379532748315,-0.700531441050032,0.483595477070485,0.73299507921143
"fig|6666666.77655.peg.18",440.540198382166,-0.973499470689249,0.220320024110993,-4.41857009873427,9.93560557601107e-06,0.000148265257018213
"fig|6666666.77655.peg.180",33.7706724288005,3.1914290329664,0.512326049307634,6.22929292250384,4.68545016111496e-10,1.56618980718869e-08
"fig|6666666.77655.peg.1800",112.154820459124,1.85713382212484,0.308249441969704,6.02477594203517,1.69344053779169e-09,5.11500654005275e-08
"fig|6666666.77655.peg.1801",334.249091562559,1.29897680027578,0.241147937620196,5.3866386463634,7.17875569201423e-08,1.66640189998886e-06
"fig|6666666.77655.peg.1802",3.65394501379697,1.7412336341799,0.667367687863592,2.60910689241491,0.00907788807369234,0.0478058411214786
"fig|6666666.77655.peg.1803",11.0412450250467,2.07695130637461,0.631857624507125,3.28705585850091,0.00101240749725598,0.00808313883955654
"fig|6666666.77655.peg.1804",8.06649366954232,2.00966435456019,0.660319851386979,3.04347105473045,0.00233865938157787,0.0159321170369992
"fig|6666666.77655.peg.1805",7.52821029619401,0.716594031831408,0.652447090969879,1.09831746014251,0.272065890306086,0.534956225095967
"fig|6666666.77655.peg.1806",20.8583627381136,1.32400294633679,0.538203406623593,2.4600419284651,0.0138920785030088,0.0658363720359982
"fig|6666666.77655.peg.1807",27.2380658347635,1.29245330875055,0.491697162144594,2.62855555869666,0.00857483471071888,0.0462708132285025
"fig|6666666.77655.peg.1808",0.524710562843781,-0.260271082504523,0.401601199896568,-0.648083428464744,0.516930991567952,NA
"fig|6666666.77655.peg.1809",7.1956700065793,0.637396213639164,0.650958248849838,0.979166044466545,0.327497943152697,0.594498418120457
"fig|6666666.77655.peg.181",68.6758403832942,2.76252674219033,0.409968935870517,6.7383806441931,1.60161541485949e-11,6.91033025709706e-10
"fig|6666666.77655.peg.1810",41.6712388566985,-1.04125248614421,0.420800163948179,-2.47445836611519,0.0133438372708728,0.0635988593879811
"fig|6666666.77655.peg.1811",10.8606716032492,0.00500970519584901,0.617784541533101,0.00810914624606318,0.993529908319372,0.998837776556794
"fig|6666666.77655.peg.1812",64.5967080492462,0.293809796538973,0.348575860638116,0.842886240031406,0.39929206983199,0.669582086333644
"fig|6666666.77655.peg.1813",39.1989607428811,-0.382532179917118,0.434463031238315,-0.8804711849172,0.378604108438919,0.646359302629102
"fig|6666666.77655.peg.1814",77.141855566417,0.161354658996994,0.35863789747525,0.449909672493909,0.652775572902267,0.846472836451435
"fig|6666666.77655.peg.1815",2.7311182748351,-0.55782407999298,0.660454248654329,-0.844606694755227,0.398330469921798,NA
"fig|6666666.77655.peg.1816",2.04219134706186,-0.163156843576806,0.643876976811309,-0.2533975424697,0.799961026528938,NA
"fig|6666666.77655.peg.1817",2.17489449507321,-0.235203325840312,0.650148123343957,-0.361768829894597,0.717524786806145,NA
"fig|6666666.77655.peg.1818",11.3910078758178,-0.886626622619339,0.609993307905752,-1.45350221244776,0.146084365852633,0.362116306721069
"fig|6666666.77655.peg.1819",9.45286138737862,-0.204241729217788,0.626764833658773,-0.325866606180689,0.744525282199933,0.895699677968307
"fig|6666666.77655.peg.182",27.5923940543943,2.42648253945129,0.503150886501949,4.82257431030461,1.41717206492623e-06,2.59332143559859e-05
"fig|6666666.77655.peg.1820",6.20751563897849,1.00078486480413,0.666780105822494,1.50092190223586,0.1333757624896,0.340036770699027
"fig|6666666.77655.peg.1821",9.36547906048627,0.513736822426551,0.629874148132872,0.815618205556482,0.414718533640976,0.679098212826863
"fig|6666666.77655.peg.1822",114.628223625041,-0.00310419199173293,0.302415330287532,-0.0102646647866083,0.991810126263947,0.998726029154184
"fig|6666666.77655.peg.1823",55.9653643605301,-0.694631374833655,0.375864592691685,-1.84808941395405,0.0645894089470243,0.204710048331466
"fig|6666666.77655.peg.1824",71.8751176006082,-0.734546063953442,0.343684491000176,-2.13726857972496,0.0325761528907266,0.126226298758967
"fig|6666666.77655.peg.1825",535.055045585555,-0.606124721545182,0.205789161190226,-2.94536756960147,0.00322571201914788,0.0211697906596956
"fig|6666666.77655.peg.1826",4.48225734446141,-0.0416531309231977,0.675140239667539,-0.0616955240939409,0.950805304436676,0.988190630622047
"fig|6666666.77655.peg.1827",4.99465321061646,0.0476652624761149,0.671987066809934,0.0709318152541121,0.943452022228098,0.985514258219101
"fig|6666666.77655.peg.1828",33.3454611165872,-0.365717393000652,0.445281823856137,-0.821316688459327,0.411465904285135,0.67875212500813
"fig|6666666.77655.peg.1829",214.89529084375,0.340428442613849,0.274235196348184,1.24137399993552,0.214467619370761,0.454497313408704
"fig|6666666.77655.peg.183",18.3271203115068,2.45634377871546,0.580923982733717,4.22833942430192,2.35422446578966e-05,0.00031227728760501
"fig|6666666.77655.peg.1830",0,NA,NA,NA,NA,NA
"fig|6666666.77655.peg.1831",4.13150314811177,1.31288789922845,0.676366691353872,1.94108893298762,0.052247491199105,0.176767153085231
"fig|6666666.77655.peg.1832",0.888764069376611,-0.254559357037812,0.527910464424116,-0.482201763731855,0.62966262404956,NA
"fig|6666666.77655.peg.1833",184.431595678901,-0.938518670585247,0.282506080783939,-3.32211847610822,0.000893367521417892,0.00733318304536321
"fig|6666666.77655.peg.1834",298.731593686022,-0.453471698569741,0.242168366045923,-1.87254721156993,0.0611309366761206,0.197756781775394
"fig|6666666.77655.peg.1835",110.384333851126,0.125599249960051,0.312879648673931,0.401429912403618,0.688103630191019,0.864266433311065
"fig|6666666.77655.peg.1836",177.918977552316,0.374108743684183,0.267063633663136,1.40082248770744,0.161267162244926,0.386516994022974
"fig|6666666.77655.peg.1837",72.4902871827866,0.0620554100538767,0.342322265351744,0.181277750046768,0.856149569576067,0.951194522009761
"fig|6666666.77655.peg.1838",526.363899485007,-1.11498020747231,0.220884533579876,-5.04779664470761,4.46934489706017e-07,9.14139072112681e-06
"fig|6666666.77655.peg.1839",105.035383144925,-0.147593052078871,0.298995479450475,-0.493629710891057,0.621567713974143,0.828087828969177
"fig|6666666.77655.peg.184",42.4518017086621,2.51430999268207,0.45476903144174,5.52876255604088,3.22497488727312e-08,8.16667883070072e-07
"fig|6666666.77655.peg.1840",90.2838039238005,0.191952348388255,0.315261153373712,0.60886774768826,0.542612103655524,0.773793255895563
"fig|6666666.77655.peg.1841",164.77520637648,-0.289258366106717,0.263563925546481,-1.09748845752301,0.272427923721267,0.53507314716977
"fig|6666666.77655.peg.1842",337.29394994011,-1.20737709931794,0.226753906400839,-5.32461432961437,1.01167455295468e-07,2.30569827659761e-06
"fig|6666666.77655.peg.1843",13.609430291225,0.576256922933016,0.575906988714286,1.00060762280297,0.317016543340088,0.583524577205287
"fig|6666666.77655.peg.1844",666.514970265406,-0.537939676940167,0.209546008933216,-2.56716737139867,0.0102533108605437,0.0525665650866732
"fig|6666666.77655.peg.1845",244.726968715138,-0.0222331485196647,0.236879910118195,-0.093858312039088,0.925221709766973,0.97522049604384
"fig|6666666.77655.peg.1846",1378.43552588552,0.0340253703683527,0.209745350040322,0.162222286986632,0.871130809774805,0.957861815835718
"fig|6666666.77655.peg.1847",465.569570895568,-0.288945361819932,0.21035164101255,-1.37363017673198,0.169556523579753,0.400261962913787
"fig|6666666.77655.peg.1848",378.668410816505,-0.46155119503041,0.236432182331491,-1.95215046648468,0.0509203430660296,0.173212076073998
"fig|6666666.77655.peg.1849",69.3641622139267,-0.676690685416336,0.344472305554312,-1.96442696409928,0.0494805984114501,0.170161673823738
"fig|6666666.77655.peg.185",74.1580606078584,-0.308559670217285,0.347367752061458,-0.888279549227395,0.374390397551035,0.640680359495185
"fig|6666666.77655.peg.1850",192.130898298334,0.640564292301411,0.251987387325141,2.54204902515572,0.0110204714642207,0.0554785581542192
"fig|6666666.77655.peg.1851",81.7185991403451,-0.316248816157414,0.333721132617565,-0.947643961522286,0.343310738080757,0.608771323780041
"fig|6666666.77655.peg.1852",53.530788192113,-0.410798347699904,0.380398297145687,-1.07991636866496,0.280179423478116,0.542401401281573
"fig|6666666.77655.peg.1853",252.413689316913,-0.358320269502471,0.238272796489022,-1.50382366255134,0.13262677675536,0.339627506972102
"fig|6666666.77655.peg.1854",412.800651577723,0.0768185016183411,0.214976228138155,0.357334865736753,0.720841131551646,0.881106151535824
"fig|6666666.77655.peg.1855",11.1972794955001,0.133635820628087,0.602870930427133,0.221665722932446,0.824574115431689,0.93581802166265
"fig|6666666.77655.peg.1856",239.713894156378,-0.801481405206166,0.252226259238194,-3.17762871965394,0.00148484762283712,0.0110789077096805
"fig|6666666.77655.peg.1857",541.771737997542,-0.960118274978863,0.215217362865882,-4.46115621060363,8.15186397486529e-06,0.000125378668619554
"fig|6666666.77655.peg.1858",187.011754937954,-0.325486462071501,0.255382622513093,-1.27450512829946,0.202484456351762,0.441416114846842
"fig|6666666.77655.peg.1859",65.5765766161695,0.206694795959209,0.361752997385524,0.571369960865678,0.567748886998986,0.792950673931174
"fig|6666666.77655.peg.186",13.4957173626982,-0.987387521736292,0.584075849467463,-1.6905124953147,0.0909299497756568,0.258456459791012
"fig|6666666.77655.peg.1860",24.0853237351643,0.365403030574915,0.494628834484929,0.738741870872571,0.460063755399373,0.717668728110973
"fig|6666666.77655.peg.1861",52.6999146304926,0.577894969533031,0.377191238246771,1.53210072487143,0.125497580915973,0.328415903294724
"fig|6666666.77655.peg.1862",32.724449976745,-0.133736172794979,0.444625295716482,-0.300783995160402,0.763579213600541,0.904367641814039
"fig|6666666.77655.peg.1863",43.1536593290534,-0.15641319800421,0.401920847777896,-0.389164182124349,0.697154697614574,0.870401806234928
"fig|6666666.77655.peg.1866",162.355571770669,-0.0314128796061288,0.267262781782785,-0.117535555817343,0.906435669828823,0.9674472677798
"fig|6666666.77655.peg.1867",41.4421379575713,-0.0497240848589319,0.414414326825867,-0.119986404041059,0.904493918148212,0.9674472677798
"fig|6666666.77655.peg.1868",139.180419203659,-1.00241737025536,0.281189948268351,-3.56491182002961,0.000363978538851037,0.00340482909290877
